Title,Detail,Rating
고객 서비스,"Iru fushi 에 있는 일주일 동안 아내와 아이들은 sun siyam 2, 해변의 빌라에서. 긴 여행에서 몰디브의 프랑스어. 환상적인 호텔! 모든 빌라는 설계, 음식, 서비스도 좋았고 aand. 전망 좋은 아침 저녁 시간. 음식의 질은 정말 우리를 놀라게 한 것, 하는 모든 항목을 포함하는 일반적인 품질 및 맛집 기대하다, 이 리조트는 정말 최고 수준은 아니지만. 하지만 나쁜 경험 이 리조트에 있는 동안에. 우리가 간 식당이 2번 트리오, 처음이었습니다. 하지만 두 번째는 dinned 도 정말 실망스러웠습니다. 웨이터가 중 하나입니다. 나는 그의 이름도 기억에 남는 아들에게 (connector) 카르보나라 라 스파게티와 (하룬). 돼지 고기. 문제는 이러한 moeslim. 저와 제 아내는 머리를 바란다, 우리가 아직 모르고 가상화와. 관리 직원들은 고객 서비스 향상 은 다음 의 처리 방법에 대한 가상화와.",1.0
몰디브에서 처음,"우리의 첫 번째 몰디브에서 실망하지 않았어요, 특히 sun siyam iru 초밥 리조트, 진정한 퍼스트 클래스 서비스를 제공하는데! 우리는 다시 가고 다 환상적인 아름다움 뿐만 아니라 몰디브 향후 에 제공되는 서비스 도 있기 때문에 이 섬의 뛰어난 직원들!",5.0
베스트 가족 all-in-one 이 이제까지 경험,"시작부터 끝까지 가장 아름답고 고급스러운 우리가 방문한 이 가족 의 ' 집사 ' 는 놀라운 4 ., 항상 물건을 만들 수 있는 문제와 최대한 편안하게 합니다. 비행기가 대단합니다 - 최대 환초 어디서 나는 소리, 지표 이 한 느낌. 소개하는 처음에 사이트를 사랑 합니다. 바로 이 섬에 발을 디딘 편안함을 느낄 수 있고 주변 환경의 아름다움. 이 작업을 수행하면 파빌론의 깨끗하고 (저는 낮 에 우수한 직원들과 함께 섬을 작동 방법에 대한 세부 정보 - 정말 놀라운). 에 있는 활동 의 풍부한 맛, 그 이상이 필요합니다, 그리고 아무것도 또한 큰 재미. 스위트는 5성급 이상 - 갖춰져 있어서 고급스럽고, 얼마나 어려운 원격 수 있었습니다! 음식은 별 - 아침식사도 놀라운, 언제나 지역 선택을 위해 전 세계 모든 지역 요리. 우리 아이들은 키즈 클럽이 있어서 계속할 것이기 때문에 부페식 및 시간에 (인증 이고, 직원들은 친절하고 이해하는 추가할 수 있습니다). 직원들은 손님들이 더 이상 - 전반적인 경험을 생각하는 데 매우 중요한 역할을 합니다. 식사 시간 외 많은 사람들이 보이지 않고, 할 때 주는 특별한 무인도 같은 분위기 죠. 나는 다시 고려할 것이기에 있나 하는 럭셔리 휴가 활성 가족 여행. 우리는 한 끝에 제가 추천하는 스리랑카 서프 어드벤쳐 여행 이 작동 방식을 선택할 수 있습니다.   Iru fushi siyam 의 모든 직원과 태양, 대단히 감사합니다!",5.0
"아름다운, 개인 차가 지루해 하지 않습니다","완벽한 신혼여행. 조금 비싸지만 그만한 가치가. 5성급 서비스 및 객실. 너무 많은 것을 할 수 있는, 우리는 결코 적지 않아요. 다음과 같은 간단한 음식과 태국 음식 레스토랑 은 인도 다. 레스토랑은 전망이 좋아 특별한 것이 아무것도 없습니다. 지상 낙원. 저는 이곳을 추천 합니다.",5.0
놀라운 숙박,"저희가 방문한 저녁 식사 레스토랑 이 모두 트리오 놀라운 우리를 가족처럼 대해 준 직원들은 매우 친절하고 트리오 하 리쉬 및 수퍼바이저 ridhoo, 허리케인 카트리나.  귀하의 서비스에 감사합니다.  와 이 곳을 사랑 한다. ",5.0
완벽한 천국,"저희는 4박 5일 휴가에 하룻밤 여행을 예약을 해서 3월 10일 대괄호), iru fushi resort siyam. 리조트에 도착한 후에 이 섬 전체를 아름다운 모습 우리에게 설명해 saiya 호텔은 우리 빌라로 안내를 카트를. 워터 빌라는 해변에 위치한 호라이즌 을 예약했는데 이상은 갈 수 있었어요. 방은 완벽하게 편안한 더블베드와 saurabh, 작은 라운지가 방 안에 있고, 커다란 욕실 중 하나는 샤워실, 욕조, 세면용품 및 엔 두 종류. 침대 앞에 있는, 바다가 보이는 발코니가 있는 큰 자쿠지 및 방법을 스텝다운 바다로 스노클링. 우리는 방의 절대적 사랑, 더 믿을 수 없는 뷰, 섬의 리조트는 전체적으로 아름다움. 다양한 레스토랑과 바가 있는 것이 십 오, 두 개의 수영장, 레크레이션 센터, 다이빙 센터, 스파, 부티크 의 쇼핑, 수상 스포츠, 등이 있습니다. 간단히 말해, 이 작은 섬이지만 모든 종류의 필요성과 고급스러움을 사용할 수 있습니다. 두 번째 날은 내 생일을 보내는 스노클링 이 있고 아침 식사 후. 돌아오는 길에, 우리는 우리의 세 - 물론 레스토랑에서 저녁 식사를 해 아름다운 생일 케이크를 트리오 saiya 음식점 에서. 우리 방은 워터 빌라 선셋 워터 빌라로 업그레이드 됩니다 있는 호라이즌 호라이즌. 저녁 식사는, 우리가 먹는 음식도 호텔에서 인디안 레스토랑 을 사랑 합니다. 주방장이 라고 개인적으로 어떻게 우리가 우리의 요리와 같은 향신료와 그는 그에 따라 변경됩니다. 네 번째 날에 가서 카약을 철저하게 즐겼다. 저는 개인적으로 추천 siyam iru fushi",5.0
가격대비 만족도,했습니다. 우리는 사람들의 그룹이 19. 모든 준비가 끝난 이 리조트에서 jauzee. 멋진 남자. 이 리조트에서 만나는 세계. 직원들은 항상 필요한 것이 다. 협력 이 너무 왕 같은 느낌. 맛 음식은 아주 좋았습니다. 우수한 서비스. 모든 친구들에게 추천할 것이다.  Iru Fushi 감사합니다,5.0
사랑스러운 호텔,"그러나 몇 년 동안 여행 했고 많은 호텔 중 느낌 iru fushi 에 있는 홈 에서 sun siyam. 그래서 우리는 다시 돌아왔다. 가족들과 함께 이곳에 묵었습니다. 모든 것이 완벽한 곳입니다 - 섬, 빌라 레스토랑, 그리고 다른 직원들은 모든 활동이 제공되었습니다. 환영 느낌 에 발을 디디는 순간 부터 말레 공항에 떨어져 우리 비행기. 그들의 생각이 있다. 섬이 고립된 섬에서 편리한, 말레 공항에서 수상 비행기로 갈 수 있는 놀랍고 아름다운 위치. 섬의 레이아웃 및 설계 했습니다. 레스토랑의 음식도 훌륭하고 언제나 같은 느낌이 들지 않았어요. 모든 직원이 친절하고 도움이 되었습니다. 그들이 하는 일은 느껴 본 5성급 리조트 와 함께 있는 경우 스테이징될 수 있습니다. 특별한 언급 은 우리 빌라 잘릴 수 있습니다. Ridho, 루크 의 트리오 레스토랑 요리사 jocel. 모든 직원들이 우리의 휴가를 아주 특별하게 만들어 주어 갔다. 저는 이 리조트를 찾는 분에게 추천하고 싶은 몰디브로 가. 즐거운 시간을 보내고 싶지 않아 하 이 섬.",5.0
지상 위의 천국! ,"이는 지금까지 최고의 경험이었기 때문에 음식은 고급 빌라 뿐만 아니라, 모든 직원들은 친절하지만 놀라운 서비스.  특별한 덕분에 식당 ridho 트리오, 퍼스트 클래스 들 을 가지고 우리에게. 항상 놀라운 게 dinned.  그리고는 다시 여기에 오지 메모리가 있는지 확인합니다.  큰 사랑 ",5.0
모든 것은 조금 … 특히 아이들을 위한,Iru fushi 로 여행을 가는 것을 실망시키지 않았다. 우리는 아이들이 3 을 다시 품질 좋은 시간에 좋은 제품의 기능들이 모두 즐길 수 있는. 특히 마음에 드는 와인 시음 행사 는 맛. 이 준 아야 환상적입니다!  Iru fushi 는 검증이 있었어요 아이들과 좋은 시간!,4.0
아일랜드 파라다이스,"지상 위의 천국! 놀라운 경험, 품질 시설, 다양한 레스토랑 및 가장 친절한 직원들! 방은 깨끗하고 깔끔하며 그림 같은 풍경. 지금껏 먹어 본 중에 가장 기억에 남는 경험!",5.0
훌륭한 시설과 좋은 가격,"섬은 아주 아름답고 시설도 좋았습니다. 좋은 서비스, 기대 이상, 다시 가고 다, 좋은 가격. 직원들은 아주 친절했습니다. 여기서 큰 방은 잘 되어 있습니다. 우리는 워터 방갈로에서 묵었는데 해변 방갈로는 모두에게 추천하고 싶고. 비치 방갈로 수도 있다.",5.0
회의 기대,"수영장이 딸린 디럭스 비치 빌라에 묵었는데, 정말 였는데.  직원들은 매우 친절하고 음식은 절대적으로 멋진 리조트.   많은 레스토랑에서 하시 라. 한가지 조언: 모든 경우가 - 옵션을, 메뉴 (특정 모든 - 투숙객을) 약간 제한 되어 있다.   수 있는 지! ",5.0
가족 여행,"방은 환상적인 비치 빌라와 워터 빌라 이 한 특히 필요. 체크 아웃하여 이번.   장마철 입니다. 6 5 숙박하고 - rain 2.5 일 이. 이 때문에 스노클링 소풍 을 짧게 줄여줍니다 게.   또한 비수기. 손님들의, 사생활. 예 수 있어 섬에 상당한 가격의 레스토랑 에 의해 통제된다고 느낍니다.",4.0
"좋은, 멋진 휴가!","Iru fushi 에 끌리는 선택이 좋은 선택 일 siyam 음식점 에서 먹을 수 있는 우리의 모든 항목을 포함하는 패키지. 이곳은 밖에 있는 수많은 리조트 중 하나 또는 두 가집니다. 그들은 우리를 실망시키지 않았다, 우리는 모두 열 하루 한 번 이상 시도! Iru fushi 에 약간의 연구 는 또한 한 웹 사이트는 예약을 테이블에 도착했을 때 첫 이틀 전, 이 잘 작동합니다.  반사되는 바는 우리의 마음에 드는 이른 저녁 음료를 마시기, 습격 을 보는 과일 박쥐 및 sun 추락 의 끝을 수영장. 어느 날 저녁 우리는 와인을 마시며 수영장도 나라에 해가 설정할 수 있습니다. 축복 입니다. (제가 가장 좋아하는 칵테일인 상하이 번호 1 .)  우리가 제일 좋아하는 레스토랑은 아마도 트리오, 저희는 첫날 저녁과 마지막 에 다시. 아주 맛있는 이탈리아 음식과 아름다운 분위기. 하지만 사실 우리는 모든 레스토랑: 저희는 호화로운 ' 새우 칵테일 ' 맛에 레스토랑 (1970 s 버전 삭제, 같은 것은 아무것도 없습니다, stunningl 및 인도 음식 에 완벽하게 양념 맛이 옆에 앉아 대담한 조명의 수영장. 멋진. 밤부 레스토랑도 맘에 들었고, 테이블의 두 번째 방문은 물가로 이동, 매우 로맨틱함. 우리는 테이블에 앉아 아일랜드의 해변가에서 그릴, 생선요리도 맛있었습니다. 아침 식사도 아주 훌륭했고 iru 에, 너무나 선택; 신선하고 아름답게 잘 구성되어 있다. (우리가 먹는 아침 식사는 정말 많은 것을 할 수 있었다! )  디럭스 워터 빌라에서 묵었는데 수영장 없는 섬의 서쪽 은 식물들 과 가든",5.0
정말 좋은,작년에 우리는 우리 아이. 이는 우리가 원하는 것을 꿈을 꾸지 사용자_이름:. 리조트는 아름답고 서비스가 참 좋았어요. 사용 가능한 경우 전체 보드는 너무나 비싸다. 수영장이 있는 bb 및 일반적으로 가족이 저녁 식사에 주문 에서 점심을 먹었다. 우리 아들 사랑 키즈 클럽 매일 몇 시간 동안 묵었습니다. 해변은 아름다운 항상 자신을 위해. 전반적으로 좋은 경험 였습니다. 유일한 단점은 너무 멀리 떨어져 있고 수상 비행기 였는데 전망이 기 때문에 비행기 도 잊을 수 없는 힘들었던 저희 아들.,5.0
순수한 럭셔리 ,"제 아내와 저는 신혼여행으로 시작할 수 있습니다. 처음부터 끝까지 환상적인 였다. 음식이 아주 맛있고, 직원들은 매우 친절하고 친절하고 환상적이어서 accomodatiom. 섬 자체는 아름다운.   특히 저희 질달 도움이 많이 되었고, 팀 수 있는 prasad 워터스 엣지 바 도 환상적이었습니다. 할 수 있는 액체 이지만 ikram 에 화려한 멋진 직원들 중에서 matheen 했었습니다 진정한 비즈니스 크레딧.   나는 여행과 카약 이 섬에 스노클링을 권합니다.   방문하는 섬의 수도 우기가 있어서 첫 번째 달 은 낮은 속도. 제가 올 것이라고 생각 하지 않은 성수기에 즐길 수 있었다. 날씨도 화려한 수도 있습니다. 두 번은 비가 오면.   저는 레스토랑 예약 조언 같은 것을 섬으로 전 성수기 땐 특히 예약 없이 가본게 주었다.   화려한 장소 로 가서 사람들에게 강력 추천합니다. 이 수치를!",5.0
정말 놀라운 곳,"저와 제 아내는 몰디브에 도하에서 여행을 하기로 했습니다. 자쿠지 워터 빌라로 업그레이드를 위해. 이 리조트는 먹어 본 호텔 중 베스트, 아마도 최고. 모든 것이 5성급, 서비스, 직원, 아름다움. 강력하게 추천할 수 있는.",5.0
완벽한 천국을 얻을 수가 있는 연예인이 있는 밤! ,내 아내와 나는 주말 동안 이곳에 묵기로 했습니다. 한 홉의 두바이 말레 수상 비행편으로 이동할 수 있는. 시설과 직원들이 더 잘 할 수 없습니다 sun siyam! 호라이즌 워터 빌라로 업그레이드 할 수 없고 만족했습니다. 어떻게 든 할 수 있는 또 다른 몇 개의 리조트가 최대 용량 본 거의 없습니다. 우리는 꼭 다시 방문 할 것!,5.0
훌륭한 호텔,"우리는 5일을 이 호텔에서 할 수 있는 시간. 우리가 갔던 다른 빌라에 묵 (비치 빌라, 워터 빌라, 수영장이 딸린 빌라 및 선호하는 수영장이 딸린 빌라. 이 빌라는 가족은 사용자. 모든 편의 시설이 크고 편안한 빌라. 우리는 너무 많은 친절한 직원들과 같은 아이들. 좋은 아침 식사. 좋은 레스토랑의 맛있는 요리와 좋은 서비스.",5.0
저희가 방문한 곳 중 가장 좋은 곳,"직원들은 매우 친절하고 매우 맛있고, 특히 rhido, 최고다! : - ) 물은 아주 좋은 전망. 이 레스토랑은 최고의 리조트. 저희는 4 시간.",5.0
이 Paradaise! ,세계 최고의 장소입니다. 멋진 아름다움과 자연. 이곳에서 시간을 보내고 휴식을 취하기에 amaizing 부부. 허니문으로 완벽한 장소!  별 다섯 개 짜리 음식은 아침마다 하루를 시작 파라다이스. ,5.0
